Genero,Edad,Ubicacion,Tipo_Escuela,Transporte_a_la_Escuela,Privada,Area_de_la_Carrera,Promedio_Inicial,Promedio_Medio,Promedio_Final,Horas_Estudio_Semanal,Otra_Carrera_Previa,Nivel_Ingresos_Rango,Trabaja,Apoyo_Economico,Foraneo_o_Local,Con_quien_vive,Estado_Civil,Discapacidad,Problemas_Socioeconomicos,Horas_Sueño,Nivel_Estres_Percibido,Recibio_Orientacion_Vocacional,Razon_Principal_Eleccion_Carrera,Problemas_Familiares,Problemas_Psicologicos,Habilidades,Nivel_de_Satisfaccion,Hobbies,Amigos_Cercanos,Satisfaccion_Carrera,Motivo_eleccion_carrera,Expectativas_cumplidas,Deserto,Motivo_de_Desercion,Año_de_Desercion
Femenino,21,Urbana,Privada,9,No,Humanidades,74,75,71,12,Si,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,5,4,No,Demanda Laboral,No,Si,Media,7,Lectura,6,4,Prestigio,Si,No,No Aplica,0
Femenino,23,Rural,Publica,50,Si,Humanidades,87,86,84,19,Si,5k-10k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,8,6,No,Amigos/Familia,Si,Si,Media,2,Arte,5,5,Cercanía,No,Si,Cambio de Carrera,4
Masculino,22,Urbana,Privada,57,Si,Ingenieria,111,96,74,24,No,5k-10k,Si,Beca,Local,Amigos,Casado,Ninguna,Si,5,7,No,Gusto Personal,Si,Si,Alta,8,Tecnología,7,8,Influencia Familiar,Si,No,No Aplica,0
Masculino,20,Urbana,Publica,27,Si,Ingenieria,80,86,70,21,Si,>20k,Si,Beca,Foraneo,Otros,Soltero,Auditiva,No,7,7,No,Amigos/Familia,Si,No,Media,9,Viajar,3,9,Influencia Familiar,Si,No,No Aplica,0
Masculino,20,Rural,Privada,32,No,Arte,71,65,72,21,No,10k-20k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,Si,7,5,No,Prestigio,Si,No,Alta,7,Tecnología,5,9,Vocación,No,No,No Aplica,0
Masculino,23,Urbana,Privada,28,Si,Ingenieria,68,64,53,15,No,5k-10k,Si,Otro,Local,Solo,Soltero,Ninguna,No,9,6,Si,Gusto Personal,No,Si,Media,7,Lectura,10,10,Cercanía,No,Si,Problemas Académicos,3
Masculino,20,Urbana,Privada,19,Si,Humanidades,83,63,76,10,Si,>20k,No,Beca,Local,Amigos,Soltero,Ninguna,No,6,6,Si,Gusto Personal,No,No,Alta,9,Arte,3,10,Vocación,Si,No,No Aplica,0
Femenino,18,Rural,Publica,35,Si,Ingenieria,76,86,63,17,No,5k-10k,No,Beca,Foraneo,Otros,Soltero,Ninguna,No,5,6,No,Amigos/Familia,No,Si,Baja,10,Arte,4,7,Cercanía,Si,Si,Problemas Económicos,3
Femenino,23,Rural,Privada,51,No,Ciencias Sociales,83,49,65,17,Si,<5k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,No,5,1,No,Prestigio,Si,No,Media,8,Lectura,3,7,Vocación,Si,Si,Otros,6
Masculino,21,Urbana,Publica,33,Si,Ciencias Naturales,80,65,70,17,No,<5k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,No,3,5,No,Demanda Laboral,Si,Si,Media,5,Tecnología,2,9,Cercanía,No,No,No Aplica,0
Masculino,21,Urbana,Privada,45,No,Arte,65,74,84,22,No,<5k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,6,3,No,Sueldo,No,Si,Alta,7,Tecnología,7,7,Renta Económica,No,No,No Aplica,0
Femenino,19,Rural,Privada,34,Si,Arte,67,94,84,14,Si,>20k,No,Padres,Local,Amigos,Soltero,Ninguna,Si,7,4,No,Sueldo,Si,Si,Alta,4,Arte,6,9,Renta Económica,No,No,No Aplica,0
Masculino,19,Rural,Publica,33,Si,Ingenieria,89,82,70,13,No,<5k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,9,4,Si,Sueldo,No,No,Media,7,Lectura,6,4,Influencia Familiar,Si,No,No Aplica,0
Femenino,21,Urbana,Publica,30,Si,Humanidades,85,79,72,13,Si,5k-10k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,Si,7,5,No,Gusto Personal,No,No,Media,8,Tecnología,8,7,Renta Económica,No,No,No Aplica,0
Femenino,17,Urbana,Privada,24,Si,Ciencias Sociales,77,63,70,10,Si,5k-10k,No,Padres,Foraneo,Otros,Soltero,Ninguna,Si,8,4,No,Sueldo,Si,Si,Alta,8,Lectura,7,6,Cercanía,No,No,No Aplica,0
Femenino,21,Rural,Publica,25,Si,Ciencias Sociales,63,61,99,17,No,5k-10k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,8,4,No,Prestigio,Si,No,Baja,9,Tecnología,3,8,Renta Económica,Si,No,No Aplica,0
Femenino,20,Urbana,Privada,44,No,Ciencias Sociales,91,69,48,17,No,<5k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,No,5,6,Si,Amigos/Familia,Si,Si,Media,3,Deportes,7,8,Influencia Familiar,Si,No,No Aplica,0
Femenino,22,Urbana,Privada,33,Si,Arte,71,92,67,14,Si,5k-10k,Si,Padres,Local,Solo,Soltero,Ninguna,No,8,2,No,Amigos/Familia,Si,Si,Alta,8,Deportes,4,7,Renta Económica,No,Si,Otros,8
Masculino,23,Urbana,Privada,24,Si,Arte,72,73,69,13,Si,<5k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,5,4,No,Gusto Personal,Si,No,Baja,9,Viajar,4,8,Influencia Familiar,No,Si,Otros,3
Femenino,21,Urbana,Publica,39,No,Arte,67,79,55,13,Si,5k-10k,No,Trabajo Propio,Local,Amigos,Casado,Ninguna,No,5,8,No,Demanda Laboral,Si,No,Baja,7,Deportes,5,8,Vocación,No,No,No Aplica,0
Masculino,19,Rural,Publica,35,Si,Arte,92,72,73,11,No,>20k,No,Padres,Foraneo,Amigos,Soltero,Ninguna,No,7,3,Si,Gusto Personal,Si,Si,Baja,9,Arte,6,6,Renta Económica,Si,No,No Aplica,0
Femenino,19,Urbana,Publica,32,No,Ciencias Naturales,79,77,71,15,No,<5k,No,Padres,Foraneo,Amigos,Casado,Visual,No,4,7,Si,Gusto Personal,No,No,Baja,7,Viajar,7,6,Vocación,No,No,No Aplica,0
Femenino,21,Urbana,Privada,33,No,Arte,79,87,62,11,No,<5k,No,Padres,Local,Familia,Soltero,Auditiva,Si,6,4,No,Amigos/Familia,No,No,Baja,8,Lectura,3,8,Influencia Familiar,No,No,No Aplica,0
Femenino,21,Rural,Publica,49,No,Ingenieria,79,81,63,12,Si,>20k,No,Beca,Local,Otros,Soltero,Ninguna,Si,7,7,Si,Demanda Laboral,Si,No,Alta,7,Arte,8,10,Influencia Familiar,No,Si,Problemas Académicos,7
Femenino,20,Urbana,Publica,41,Si,Humanidades,64,70,68,9,Si,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,6,6,No,Prestigio,No,No,Alta,5,Arte,6,8,Influencia Familiar,No,No,No Aplica,0
Femenino,19,Urbana,Publica,42,No,Ciencias Sociales,69,51,60,22,No,5k-10k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,5,4,No,Demanda Laboral,No,No,Media,10,Viajar,5,7,Cercanía,No,No,No Aplica,0
Masculino,21,Rural,Publica,26,Si,Humanidades,67,73,74,23,Si,<5k,No,Otro,Foraneo,Familia,Soltero,Ninguna,No,6,4,No,Gusto Personal,Si,Si,Media,10,Viajar,6,6,Vocación,No,No,No Aplica,0
Masculino,20,Rural,Publica,46,Si,Ciencias Sociales,83,91,72,11,No,5k-10k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,5,6,Si,Gusto Personal,Si,Si,Alta,7,Viajar,3,5,Prestigio,Si,No,No Aplica,0
Femenino,24,Rural,Publica,41,No,Ciencias Sociales,92,68,84,20,No,<5k,Si,Otro,Local,Solo,Soltero,Ninguna,No,9,6,No,Amigos/Familia,Si,No,Alta,6,Tecnología,5,10,Influencia Familiar,Si,Si,Cambio de Carrera,7
Femenino,19,Rural,Privada,32,No,Ciencias Naturales,76,79,83,15,Si,5k-10k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,2,3,Si,Gusto Personal,Si,Si,Baja,8,Arte,1,5,Cercanía,No,Si,Cambio de Carrera,4
Femenino,20,Rural,Privada,19,Si,Humanidades,92,71,60,15,Si,<5k,No,Trabajo Propio,Local,Amigos,Casado,Ninguna,No,7,8,No,Gusto Personal,No,No,Baja,9,Deportes,3,6,Prestigio,No,No,No Aplica,0
Femenino,20,Rural,Privada,35,No,Arte,75,77,69,18,No,5k-10k,No,Beca,Local,Familia,Soltero,Ninguna,No,5,3,No,Demanda Laboral,Si,No,Media,10,Viajar,3,8,Vocación,Si,No,No Aplica,0
Masculino,20,Urbana,Privada,27,Si,Ciencias Sociales,55,83,64,9,Si,5k-10k,No,Otro,Local,Solo,Soltero,Ninguna,Si,6,6,Si,Prestigio,No,No,Alta,5,Viajar,7,9,Renta Económica,Si,No,No Aplica,0
Masculino,19,Rural,Publica,24,Si,Arte,71,77,68,9,No,5k-10k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,7,8,Si,Amigos/Familia,No,No,Alta,7,Viajar,2,11,Cercanía,No,Si,Problemas Académicos,4
Femenino,16,Rural,Publica,39,Si,Ciencias Sociales,68,67,65,18,No,10k-20k,Si,Padres,Local,Solo,Casado,Ninguna,Si,7,2,No,Sueldo,No,Si,Alta,6,Deportes,7,4,Influencia Familiar,No,Si,Otros,6
Femenino,17,Urbana,Publica,24,No,Ciencias Sociales,82,74,75,13,Si,<5k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,No,5,7,Si,Demanda Laboral,Si,No,Media,6,Arte,6,6,Vocación,No,No,No Aplica,0
Femenino,18,Urbana,Privada,26,Si,Humanidades,71,91,86,20,Si,5k-10k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,7,7,Si,Prestigio,Si,Si,Baja,9,Arte,5,8,Influencia Familiar,Si,No,No Aplica,0
Femenino,17,Rural,Privada,41,No,Ciencias Naturales,89,77,71,14,Si,10k-20k,No,Padres,Foraneo,Otros,Divorciado,Ninguna,Si,4,1,Si,Amigos/Familia,Si,No,Baja,8,Lectura,3,7,Renta Económica,Si,No,No Aplica,0
Masculino,23,Urbana,Privada,49,No,Ingenieria,62,76,74,16,Si,10k-20k,No,Otro,Local,Familia,Casado,Ninguna,No,7,5,Si,Amigos/Familia,No,Si,Baja,7,Deportes,5,6,Prestigio,Si,No,No Aplica,0
Masculino,24,Urbana,Privada,41,Si,Ciencias Naturales,73,78,80,14,No,5k-10k,No,Beca,Local,Solo,Soltero,Ninguna,No,6,2,Si,Amigos/Familia,No,No,Baja,8,Deportes,7,8,Prestigio,Si,No,No Aplica,0
Masculino,20,Rural,Publica,25,No,Ciencias Naturales,84,64,71,13,No,5k-10k,No,Otro,Local,Familia,Casado,Ninguna,Si,6,2,No,Demanda Laboral,Si,Si,Media,5,Arte,5,6,Renta Económica,No,Si,Problemas Económicos,4
Femenino,21,Rural,Publica,32,Si,Ciencias Sociales,76,69,65,15,Si,5k-10k,No,Otro,Local,Otros,Soltero,Cognitiva,No,5,7,Si,Amigos/Familia,Si,Si,Alta,2,Viajar,8,6,Prestigio,No,No,No Aplica,0
Femenino,20,Urbana,Privada,37,No,Ciencias Naturales,79,73,83,17,No,5k-10k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,No,6,5,Si,Demanda Laboral,No,Si,Media,6,Viajar,3,7,Prestigio,Si,No,No Aplica,0
Masculino,19,Urbana,Publica,37,Si,Ciencias Sociales,83,83,64,18,Si,>20k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,3,7,No,Demanda Laboral,No,Si,Baja,8,Arte,4,5,Prestigio,No,Si,Problemas Familiares,7
Masculino,22,Urbana,Privada,23,No,Ciencias Sociales,71,81,68,16,No,5k-10k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,4,3,Si,Prestigio,No,No,Alta,5,Arte,2,7,Influencia Familiar,No,Si,Otros,4
Femenino,24,Urbana,Privada,27,No,Ingenieria,70,78,87,16,Si,>20k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,4,8,Si,Sueldo,Si,Si,Alta,7,Arte,4,6,Prestigio,No,No,No Aplica,0
Femenino,15,Urbana,Privada,23,No,Ciencias Sociales,93,76,64,23,No,5k-10k,No,Padres,Local,Familia,Casado,Motriz,Si,8,1,No,Prestigio,No,Si,Baja,7,Deportes,4,6,Prestigio,No,No,No Aplica,0
Femenino,21,Rural,Privada,24,No,Ciencias Sociales,100,87,65,20,Si,<5k,No,Otro,Foraneo,Amigos,Soltero,Ninguna,No,5,6,Si,Demanda Laboral,No,No,Media,7,Tecnología,0,6,Influencia Familiar,Si,Si,Problemas Económicos,7
Femenino,22,Rural,Publica,17,No,Ciencias Sociales,88,77,76,11,Si,10k-20k,No,Padres,Local,Amigos,Soltero,Ninguna,No,5,5,Si,Sueldo,No,No,Media,6,Tecnología,8,7,Vocación,Si,No,No Aplica,0
Femenino,21,Urbana,Privada,38,Si,Arte,97,78,78,26,Si,5k-10k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,Si,5,3,Si,Gusto Personal,No,No,Baja,3,Arte,1,3,Prestigio,No,Si,Problemas Familiares,8
Femenino,17,Urbana,Publica,28,No,Arte,74,87,52,25,No,10k-20k,Si,Padres,Local,Amigos,Soltero,Ninguna,No,7,5,No,Demanda Laboral,Si,No,Baja,5,Viajar,7,6,Influencia Familiar,Si,No,No Aplica,0
Femenino,17,Rural,Publica,31,No,Ingenieria,85,78,54,23,No,10k-20k,No,Padres,Foraneo,Otros,Soltero,Ninguna,No,6,6,No,Gusto Personal,No,Si,Baja,8,Lectura,4,8,Vocación,Si,Si,Problemas Académicos,1
Femenino,20,Rural,Publica,19,No,Ingenieria,77,87,67,20,No,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,Si,5,5,No,Prestigio,Si,No,Baja,6,Lectura,6,3,Prestigio,Si,No,No Aplica,0
Femenino,18,Urbana,Privada,35,No,Humanidades,87,87,68,21,No,5k-10k,No,Otro,Foraneo,Otros,Soltero,Motriz,Si,5,8,Si,Demanda Laboral,No,Si,Baja,8,Arte,7,8,Vocación,No,No,No Aplica,0
Femenino,21,Urbana,Publica,17,Si,Ingenieria,80,90,57,23,No,<5k,No,Padres,Foraneo,Familia,Soltero,Ninguna,Si,8,2,No,Gusto Personal,No,Si,Baja,4,Arte,6,6,Vocación,Si,No,No Aplica,0
Masculino,22,Urbana,Publica,42,Si,Ciencias Sociales,84,71,84,6,No,10k-20k,No,Otro,Local,Solo,Soltero,Auditiva,No,8,2,Si,Amigos/Familia,Si,Si,Alta,7,Lectura,6,8,Renta Económica,No,No,No Aplica,0
Femenino,23,Urbana,Privada,36,No,Ciencias Sociales,70,72,73,12,No,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,Si,4,6,No,Gusto Personal,No,Si,Baja,8,Lectura,3,3,Renta Económica,No,No,No Aplica,0
Femenino,17,Rural,Privada,29,Si,Ingenieria,72,70,58,17,No,<5k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,No,7,2,Si,Amigos/Familia,Si,Si,Media,7,Viajar,5,2,Influencia Familiar,Si,Si,Cambio de Carrera,6
Masculino,19,Rural,Publica,41,No,Arte,79,70,64,16,No,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,6,6,Si,Sueldo,No,Si,Media,7,Deportes,5,9,Influencia Familiar,No,No,No Aplica,0
Masculino,17,Rural,Publica,30,Si,Ingenieria,86,74,63,10,No,<5k,Si,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,6,3,No,Gusto Personal,No,Si,Media,7,Arte,6,4,Influencia Familiar,No,No,No Aplica,0
Masculino,21,Rural,Privada,20,Si,Arte,79,76,77,15,No,10k-20k,No,Beca,Local,Solo,Casado,Ninguna,No,3,5,No,Demanda Laboral,No,Si,Media,5,Lectura,7,5,Cercanía,Si,No,No Aplica,0
Femenino,19,Urbana,Privada,29,Si,Arte,77,84,63,21,No,10k-20k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,5,3,No,Sueldo,No,Si,Alta,9,Tecnología,4,4,Prestigio,Si,No,No Aplica,0
Femenino,21,Urbana,Privada,36,Si,Humanidades,89,57,69,12,No,10k-20k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,7,5,No,Demanda Laboral,No,No,Media,13,Tecnología,4,10,Prestigio,No,No,No Aplica,0
Masculino,22,Urbana,Privada,26,No,Arte,99,93,87,13,Si,<5k,Si,Padres,Local,Otros,Soltero,Ninguna,No,6,5,Si,Amigos/Familia,Si,No,Media,8,Arte,3,9,Cercanía,Si,No,No Aplica,0
Masculino,20,Urbana,Privada,28,Si,Ciencias Naturales,78,77,80,13,No,5k-10k,No,Otro,Foraneo,Familia,Divorciado,Ninguna,Si,6,4,No,Amigos/Familia,Si,No,Baja,5,Lectura,5,9,Vocación,Si,Si,Problemas Económicos,1
Masculino,20,Urbana,Publica,28,Si,Ciencias Naturales,81,63,86,16,Si,5k-10k,Si,Beca,Local,Otros,Casado,Visual,Si,5,8,No,Amigos/Familia,No,No,Media,5,Deportes,7,7,Prestigio,No,No,No Aplica,0
Femenino,25,Urbana,Publica,37,No,Arte,97,83,71,23,No,5k-10k,No,Padres,Foraneo,Solo,Divorciado,Ninguna,No,6,8,Si,Gusto Personal,Si,No,Alta,5,Arte,4,7,Renta Económica,No,No,No Aplica,0
Femenino,20,Urbana,Privada,35,Si,Ingenieria,84,77,64,19,No,5k-10k,Si,Padres,Foraneo,Otros,Casado,Ninguna,Si,5,6,Si,Gusto Personal,Si,No,Media,10,Arte,3,8,Cercanía,Si,No,No Aplica,0
Femenino,20,Urbana,Publica,32,Si,Arte,59,84,76,22,No,<5k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,7,5,Si,Demanda Laboral,No,Si,Alta,9,Deportes,6,8,Prestigio,No,Si,Otros,6
Femenino,18,Urbana,Privada,35,Si,Ciencias Naturales,78,79,62,12,No,<5k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,5,2,No,Prestigio,No,Si,Baja,8,Tecnología,5,7,Prestigio,Si,No,No Aplica,0
Masculino,21,Urbana,Publica,51,No,Ingenieria,70,87,71,9,Si,>20k,Si,Trabajo Propio,Local,Solo,Soltero,Ninguna,Si,5,9,No,Demanda Laboral,No,Si,Alta,8,Tecnología,4,8,Renta Económica,No,Si,Problemas Familiares,1
Femenino,17,Urbana,Privada,4,No,Ingenieria,85,69,55,11,No,>20k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,Si,5,6,Si,Prestigio,No,No,Media,9,Lectura,1,7,Prestigio,Si,No,No Aplica,0
Femenino,20,Urbana,Privada,34,Si,Humanidades,84,79,89,10,No,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,6,8,Si,Gusto Personal,No,No,Media,8,Deportes,7,4,Influencia Familiar,Si,Si,Otros,6
Masculino,19,Urbana,Publica,40,No,Humanidades,75,66,77,11,No,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,7,6,Si,Prestigio,No,Si,Baja,5,Viajar,5,6,Vocación,No,No,No Aplica,0
Masculino,15,Urbana,Publica,29,No,Ingenieria,66,59,68,23,Si,5k-10k,No,Padres,Foraneo,Amigos,Casado,Ninguna,No,6,6,Si,Prestigio,Si,Si,Alta,7,Deportes,8,8,Influencia Familiar,No,No,No Aplica,0
Femenino,22,Urbana,Privada,21,Si,Ciencias Sociales,75,70,77,18,No,5k-10k,No,Otro,Foraneo,Amigos,Casado,Ninguna,Si,5,3,Si,Sueldo,Si,Si,Media,9,Deportes,2,5,Cercanía,No,No,No Aplica,0
Masculino,23,Urbana,Publica,24,No,Humanidades,86,78,75,9,Si,<5k,Si,Trabajo Propio,Local,Familia,Soltero,Cognitiva,No,7,4,No,Prestigio,No,No,Media,6,Deportes,4,9,Vocación,No,No,No Aplica,0
Masculino,18,Rural,Privada,12,Si,Arte,84,73,69,23,No,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,No,5,7,Si,Prestigio,No,Si,Alta,7,Tecnología,5,5,Vocación,No,Si,Problemas Económicos,3
Femenino,15,Rural,Publica,32,Si,Humanidades,70,76,74,19,No,5k-10k,Si,Padres,Local,Otros,Soltero,Ninguna,Si,6,3,Si,Demanda Laboral,No,Si,Alta,6,Tecnología,9,10,Cercanía,No,Si,Problemas Económicos,2
Femenino,21,Urbana,Privada,34,No,Humanidades,73,81,67,13,No,>20k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,5,5,No,Amigos/Familia,Si,Si,Baja,8,Arte,4,10,Cercanía,Si,Si,Problemas Familiares,3
Masculino,20,Urbana,Privada,33,No,Arte,87,75,60,14,Si,5k-10k,Si,Trabajo Propio,Foraneo,Familia,Casado,Ninguna,No,4,4,Si,Demanda Laboral,Si,No,Baja,3,Viajar,4,10,Vocación,Si,No,No Aplica,0
Masculino,23,Urbana,Publica,35,Si,Humanidades,79,78,65,25,No,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,5,6,Si,Prestigio,No,Si,Baja,5,Tecnología,3,10,Influencia Familiar,No,No,No Aplica,0
Femenino,18,Rural,Privada,32,No,Arte,91,84,76,13,No,5k-10k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,6,4,Si,Amigos/Familia,Si,Si,Alta,9,Viajar,1,5,Renta Económica,No,Si,Otros,7
Femenino,21,Urbana,Privada,23,No,Ingenieria,71,76,59,17,Si,<5k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,Si,7,7,No,Amigos/Familia,No,Si,Media,5,Arte,2,7,Influencia Familiar,No,No,No Aplica,0
Femenino,20,Urbana,Privada,28,Si,Ingenieria,69,73,65,20,No,5k-10k,No,Otro,Foraneo,Familia,Soltero,Ninguna,No,7,5,No,Gusto Personal,No,No,Alta,3,Arte,7,8,Influencia Familiar,No,No,No Aplica,0
Masculino,24,Urbana,Publica,19,Si,Ciencias Sociales,65,73,60,16,Si,<5k,Si,Otro,Local,Otros,Soltero,Ninguna,Si,8,3,Si,Prestigio,Si,Si,Media,4,Lectura,7,10,Prestigio,Si,Si,Problemas Familiares,6
Femenino,19,Rural,Publica,10,Si,Humanidades,92,74,63,14,Si,<5k,No,Otro,Foraneo,Amigos,Soltero,Ninguna,No,7,1,Si,Gusto Personal,No,Si,Baja,9,Viajar,11,7,Cercanía,Si,No,No Aplica,0
Masculino,21,Rural,Publica,37,No,Humanidades,80,70,58,13,Si,10k-20k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,6,5,Si,Demanda Laboral,Si,Si,Media,11,Viajar,6,9,Renta Económica,No,Si,Cambio de Carrera,3
Masculino,20,Urbana,Publica,40,Si,Humanidades,87,67,81,10,Si,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,8,5,No,Prestigio,Si,Si,Alta,10,Tecnología,4,10,Cercanía,No,No,No Aplica,0
Femenino,17,Rural,Privada,25,Si,Arte,94,65,86,22,No,5k-10k,No,Padres,Foraneo,Solo,Divorciado,Ninguna,Si,7,4,Si,Prestigio,No,No,Baja,10,Deportes,8,8,Influencia Familiar,No,No,No Aplica,0
Masculino,19,Rural,Publica,40,Si,Ciencias Sociales,89,70,72,13,Si,<5k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,No,5,8,No,Gusto Personal,No,No,Baja,8,Deportes,2,7,Vocación,Si,No,No Aplica,0
Masculino,19,Urbana,Privada,47,No,Ciencias Sociales,75,74,72,15,No,5k-10k,No,Padres,Local,Otros,Soltero,Ninguna,Si,3,7,No,Amigos/Familia,No,Si,Baja,5,Tecnología,6,3,Influencia Familiar,Si,No,No Aplica,0
Femenino,18,Urbana,Privada,28,Si,Ingenieria,80,73,64,12,No,5k-10k,No,Padres,Local,Amigos,Soltero,Ninguna,No,4,5,Si,Sueldo,Si,Si,Media,8,Tecnología,4,5,Prestigio,Si,No,No Aplica,0
Femenino,19,Rural,Publica,51,No,Ciencias Sociales,81,67,77,18,No,5k-10k,Si,Padres,Local,Otros,Soltero,Ninguna,No,7,6,Si,Prestigio,Si,Si,Media,6,Deportes,5,7,Vocación,Si,Si,Problemas Económicos,1
Masculino,17,Urbana,Privada,8,Si,Humanidades,68,65,80,8,No,10k-20k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,6,5,No,Gusto Personal,No,Si,Alta,10,Deportes,3,8,Prestigio,Si,No,No Aplica,0
Masculino,24,Urbana,Privada,42,No,Ciencias Naturales,95,75,89,12,No,10k-20k,Si,Beca,Local,Otros,Soltero,Ninguna,No,7,6,Si,Demanda Laboral,Si,Si,Baja,8,Lectura,6,8,Vocación,Si,No,No Aplica,0
Femenino,18,Rural,Privada,13,Si,Arte,73,90,49,19,No,<5k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,6,4,Si,Demanda Laboral,No,No,Baja,8,Viajar,6,8,Vocación,Si,No,No Aplica,0
Masculino,25,Urbana,Privada,22,Si,Ciencias Naturales,81,63,82,23,Si,<5k,No,Otro,Local,Familia,Soltero,Ninguna,No,5,4,No,Sueldo,No,No,Baja,7,Deportes,9,9,Prestigio,Si,No,No Aplica,0
Masculino,22,Rural,Privada,33,Si,Humanidades,87,66,64,22,Si,<5k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,8,5,No,Sueldo,No,No,Baja,8,Deportes,4,6,Renta Económica,Si,No,No Aplica,0
Femenino,22,Urbana,Publica,22,No,Ingenieria,79,77,70,14,Si,10k-20k,No,Trabajo Propio,Local,Otros,Casado,Cognitiva,No,4,5,Si,Sueldo,Si,Si,Alta,6,Arte,5,5,Vocación,No,Si,Otros,7
Femenino,20,Urbana,Privada,42,Si,Ingenieria,101,90,86,16,No,5k-10k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,No,6,3,No,Prestigio,Si,Si,Alta,8,Lectura,8,9,Influencia Familiar,No,No,No Aplica,0
Femenino,18,Rural,Privada,29,Si,Ciencias Naturales,78,60,63,13,Si,10k-20k,Si,Beca,Local,Amigos,Soltero,Ninguna,Si,5,7,No,Amigos/Familia,No,Si,Alta,7,Viajar,5,9,Prestigio,Si,Si,Problemas Económicos,3
Femenino,20,Urbana,Publica,9,No,Ingenieria,83,79,75,15,Si,<5k,No,Beca,Local,Solo,Soltero,Ninguna,No,6,4,Si,Prestigio,No,No,Alta,7,Viajar,4,9,Influencia Familiar,No,No,No Aplica,0
Femenino,18,Rural,Publica,30,No,Humanidades,79,73,43,12,No,<5k,No,Beca,Foraneo,Solo,Soltero,Ninguna,Si,5,3,Si,Amigos/Familia,No,No,Media,9,Tecnología,2,8,Vocación,Si,Si,Problemas Académicos,1
Masculino,24,Rural,Privada,32,Si,Ciencias Sociales,70,92,72,17,No,10k-20k,Si,Beca,Local,Familia,Soltero,Ninguna,Si,4,6,Si,Demanda Laboral,Si,No,Alta,7,Arte,6,8,Vocación,Si,No,No Aplica,0
Femenino,19,Urbana,Privada,28,Si,Ciencias Naturales,91,75,87,12,Si,<5k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,6,2,No,Demanda Laboral,No,No,Alta,3,Arte,7,7,Renta Económica,Si,Si,Problemas Académicos,3
Femenino,22,Urbana,Privada,27,No,Ingenieria,79,71,57,20,Si,<5k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,6,6,Si,Sueldo,Si,Si,Media,9,Tecnología,5,7,Influencia Familiar,No,No,No Aplica,0
