,genero,edad,ubicacion,tipo_escuela,transporte_a_la_escuela,area_de_la_carrera,promedio_inicial,promedio_medio,promedio_final,horas_estudio_semanal,otra_carrera_previa,nivel_ingresos_rango,trabaja,apoyo_economico,foraneo_o_local,con_quien_vive,estado_civil,discapacidad,problemas_socioeconomicos,horas_sueño,nivel_estres_percibido,recibio_orientacion_vocacional,razon_principal_eleccion_carrera,problemas_familiares,problemas_psicologicos,nivel_de_satisfaccion,hobbies,amigos_cercanos,motivo_eleccion_carrera,expectativas_cumplidas,deserto
688,Masculino,0.1111111111111111,Rural,Publica,0.5740740740740741,Arte,0.8571428571428571,0.4716981132075472,0.55,0.3548387096774194,No,>20k,No,Padres,Foraneo,Amigos,Soltero,Ninguna,No,0.5,0.8,Si,Gusto Personal,Si,Si,0.8,Arte,0.5454545454545454,Renta Económica,Si,No
689,Femenino,0.1111111111111111,Urbana,Publica,0.5185185185185185,Ciencias Naturales,0.625,0.5660377358490566,0.5166666666666667,0.4838709677419355,No,<5k,No,Padres,Foraneo,Amigos,Casado,Visual,No,0.2,0.6,Si,Gusto Personal,No,No,0.6,Viajar,0.6363636363636364,Vocación,No,No
690,Femenino,0.3333333333333333,Urbana,Privada,0.5370370370370371,Arte,0.625,0.7547169811320755,0.36666666666666664,0.3548387096774194,No,<5k,No,Padres,Local,Familia,Soltero,Auditiva,Si,0.4,0.8,No,Amigos/Familia,No,No,0.8,Lectura,0.2727272727272727,Influencia Familiar,No,No
691,Femenino,0.3333333333333333,Rural,Publica,0.8333333333333334,Ingenieria,0.625,0.6415094339622641,0.38333333333333336,0.3870967741935484,Si,>20k,No,Beca,Local,Otros,Soltero,Ninguna,Si,0.5,0.6,Si,Demanda Laboral,Si,No,0.6,Arte,0.7272727272727273,Influencia Familiar,No,Si
692,Femenino,0.2222222222222222,Urbana,Publica,0.6851851851851852,Humanidades,0.35714285714285715,0.4339622641509434,0.4666666666666667,0.2903225806451613,Si,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,0.4,0.4,No,Prestigio,No,No,0.4,Arte,0.5454545454545454,Influencia Familiar,No,No
693,Femenino,0.1111111111111111,Urbana,Publica,0.7037037037037037,Ciencias Sociales,0.44642857142857145,0.07547169811320754,0.3333333333333333,0.7096774193548387,No,5k-10k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,0.3,1.0,No,Demanda Laboral,No,No,1.0,Viajar,0.45454545454545453,Cercanía,No,No
694,Masculino,0.3333333333333333,Rural,Publica,0.4074074074074074,Humanidades,0.4107142857142857,0.49056603773584906,0.5666666666666667,0.7419354838709677,Si,<5k,No,Otro,Foraneo,Familia,Soltero,Ninguna,No,0.4,1.0,No,Gusto Personal,Si,Si,1.0,Viajar,0.5454545454545454,Vocación,No,No
695,Masculino,0.2222222222222222,Rural,Publica,0.7777777777777778,Ciencias Sociales,0.6964285714285714,0.8301886792452831,0.5333333333333333,0.3548387096774194,No,5k-10k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,0.3,0.6,Si,Gusto Personal,Si,Si,0.6,Viajar,0.2727272727272727,Prestigio,Si,No
696,Femenino,0.6666666666666666,Rural,Publica,0.6851851851851852,Ciencias Sociales,0.8571428571428571,0.39622641509433965,0.7333333333333333,0.6451612903225806,No,<5k,Si,Otro,Local,Solo,Soltero,Ninguna,No,0.7,0.6,No,Amigos/Familia,Si,No,0.6,Tecnología,0.45454545454545453,Influencia Familiar,Si,Si
697,Femenino,0.1111111111111111,Rural,Privada,0.5185185185185185,Ciencias Naturales,0.5714285714285714,0.6037735849056604,0.7166666666666667,0.4838709677419355,Si,5k-10k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,0.0,0.8,Si,Gusto Personal,Si,Si,0.8,Arte,0.09090909090909091,Cercanía,No,Si
698,Femenino,0.2222222222222222,Rural,Privada,0.2777777777777778,Humanidades,0.8571428571428571,0.4528301886792453,0.3333333333333333,0.4838709677419355,Si,<5k,No,Trabajo Propio,Local,Amigos,Casado,Ninguna,No,0.5,0.8,No,Gusto Personal,No,No,0.8,Deportes,0.2727272727272727,Prestigio,No,No
699,Femenino,0.2222222222222222,Rural,Privada,0.5740740740740741,Arte,0.5535714285714286,0.5660377358490566,0.48333333333333334,0.5806451612903226,No,5k-10k,No,Beca,Local,Familia,Soltero,Ninguna,No,0.3,1.0,No,Demanda Laboral,Si,No,1.0,Viajar,0.2727272727272727,Vocación,Si,No
700,Masculino,0.2222222222222222,Urbana,Privada,0.42592592592592593,Ciencias Sociales,0.19642857142857142,0.6792452830188679,0.4,0.2903225806451613,Si,5k-10k,No,Otro,Local,Solo,Soltero,Ninguna,Si,0.4,0.4,Si,Prestigio,No,No,0.4,Viajar,0.6363636363636364,Renta Económica,Si,No
701,Masculino,0.1111111111111111,Rural,Publica,0.37037037037037035,Arte,0.48214285714285715,0.5660377358490566,0.4666666666666667,0.2903225806451613,No,5k-10k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,0.5,0.6,Si,Amigos/Familia,No,No,0.6,Viajar,0.18181818181818182,Cercanía,No,Si
702,Femenino,0.0,Urbana,Privada,0.4074074074074074,Humanidades,0.48214285714285715,0.8301886792452831,0.7666666666666667,0.6451612903225806,Si,5k-10k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,0.5,0.8,Si,Prestigio,Si,Si,0.8,Arte,0.45454545454545453,Influencia Familiar,Si,No
703,Masculino,0.5555555555555556,Urbana,Privada,0.8333333333333334,Ingenieria,0.32142857142857145,0.5471698113207547,0.5666666666666667,0.5161290322580645,Si,10k-20k,No,Otro,Local,Familia,Casado,Ninguna,No,0.5,0.6,Si,Amigos/Familia,No,Si,0.6,Deportes,0.45454545454545453,Prestigio,Si,No
704,Masculino,0.6666666666666666,Urbana,Privada,0.6851851851851852,Ciencias Naturales,0.5178571428571429,0.5849056603773585,0.6666666666666666,0.45161290322580644,No,5k-10k,No,Beca,Local,Solo,Soltero,Ninguna,No,0.4,0.8,Si,Amigos/Familia,No,No,0.8,Deportes,0.6363636363636364,Prestigio,Si,No
705,Masculino,0.2222222222222222,Rural,Publica,0.3888888888888889,Ciencias Naturales,0.7142857142857143,0.32075471698113206,0.5166666666666667,0.41935483870967744,No,5k-10k,No,Otro,Local,Familia,Casado,Ninguna,Si,0.4,0.4,No,Demanda Laboral,Si,Si,0.4,Arte,0.45454545454545453,Renta Económica,No,Si
706,Femenino,0.3333333333333333,Rural,Publica,0.5185185185185185,Ciencias Sociales,0.5714285714285714,0.41509433962264153,0.4166666666666667,0.4838709677419355,Si,5k-10k,No,Otro,Local,Otros,Soltero,Cognitiva,No,0.3,0.2,Si,Amigos/Familia,Si,Si,0.2,Viajar,0.7272727272727273,Prestigio,No,No
707,Femenino,0.2222222222222222,Urbana,Privada,0.6111111111111112,Ciencias Naturales,0.625,0.49056603773584906,0.7166666666666667,0.5483870967741935,No,5k-10k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,No,0.4,0.6,Si,Demanda Laboral,No,Si,0.6,Viajar,0.2727272727272727,Prestigio,Si,No
708,Masculino,0.1111111111111111,Urbana,Publica,0.6111111111111112,Ciencias Sociales,0.6964285714285714,0.6792452830188679,0.4,0.5806451612903226,Si,>20k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,0.1,0.8,No,Demanda Laboral,No,Si,0.8,Arte,0.36363636363636365,Prestigio,No,Si
709,Masculino,0.4444444444444444,Urbana,Privada,0.35185185185185186,Ciencias Sociales,0.48214285714285715,0.6415094339622641,0.4666666666666667,0.5161290322580645,No,5k-10k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,0.2,0.4,Si,Prestigio,No,No,0.4,Arte,0.18181818181818182,Influencia Familiar,No,Si
710,Femenino,0.6666666666666666,Urbana,Privada,0.42592592592592593,Ingenieria,0.4642857142857143,0.5849056603773585,0.7833333333333333,0.5161290322580645,Si,>20k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,0.2,0.6,Si,Sueldo,Si,Si,0.6,Arte,0.36363636363636365,Prestigio,No,No
711,Femenino,0.3333333333333333,Rural,Privada,0.37037037037037035,Ciencias Sociales,1.0,0.7547169811320755,0.4166666666666667,0.6451612903225806,Si,<5k,No,Otro,Foraneo,Amigos,Soltero,Ninguna,No,0.3,0.6,Si,Demanda Laboral,No,No,0.6,Tecnología,0.0,Influencia Familiar,Si,Si
712,Femenino,0.4444444444444444,Rural,Publica,0.24074074074074073,Ciencias Sociales,0.7857142857142857,0.5660377358490566,0.6,0.3548387096774194,Si,10k-20k,No,Padres,Local,Amigos,Soltero,Ninguna,No,0.3,0.6,Si,Sueldo,No,No,0.6,Tecnología,0.7272727272727273,Vocación,Si,No
713,Femenino,0.3333333333333333,Urbana,Privada,0.6296296296296297,Arte,0.9464285714285714,0.5849056603773585,0.6333333333333333,0.8387096774193549,Si,5k-10k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,Si,0.3,0.2,Si,Gusto Personal,No,No,0.2,Arte,0.09090909090909091,Prestigio,No,Si
714,Femenino,0.2222222222222222,Rural,Publica,0.2777777777777778,Ingenieria,0.5892857142857143,0.7547169811320755,0.45,0.6451612903225806,No,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,Si,0.3,0.6,No,Prestigio,Si,No,0.6,Lectura,0.5454545454545454,Prestigio,Si,No
715,Femenino,0.0,Urbana,Privada,0.5740740740740741,Humanidades,0.7678571428571429,0.7547169811320755,0.4666666666666667,0.6774193548387096,No,5k-10k,No,Otro,Foraneo,Otros,Soltero,Motriz,Si,0.3,0.8,Si,Demanda Laboral,No,Si,0.8,Arte,0.6363636363636364,Vocación,No,No
716,Femenino,0.3333333333333333,Urbana,Publica,0.24074074074074073,Ingenieria,0.6428571428571429,0.8113207547169812,0.2833333333333333,0.7419354838709677,No,<5k,No,Padres,Foraneo,Familia,Soltero,Ninguna,Si,0.6,0.4,No,Gusto Personal,No,Si,0.4,Arte,0.5454545454545454,Vocación,Si,No
717,Masculino,0.4444444444444444,Urbana,Publica,0.7037037037037037,Ciencias Sociales,0.7142857142857143,0.4528301886792453,0.7333333333333333,0.1935483870967742,No,10k-20k,No,Otro,Local,Solo,Soltero,Auditiva,No,0.6,0.6,Si,Amigos/Familia,Si,Si,0.6,Lectura,0.5454545454545454,Renta Económica,No,No
718,Femenino,0.5555555555555556,Urbana,Privada,0.5925925925925926,Ciencias Sociales,0.4642857142857143,0.4716981132075472,0.55,0.3870967741935484,No,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,Si,0.2,0.8,No,Gusto Personal,No,Si,0.8,Lectura,0.2727272727272727,Renta Económica,No,No
719,Masculino,0.1111111111111111,Rural,Publica,0.6851851851851852,Arte,0.625,0.4339622641509434,0.4,0.5161290322580645,No,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,0.4,0.6,Si,Sueldo,No,Si,0.6,Deportes,0.45454545454545453,Influencia Familiar,No,No
720,Masculino,0.3333333333333333,Rural,Privada,0.2962962962962963,Arte,0.625,0.5471698113207547,0.6166666666666667,0.4838709677419355,No,10k-20k,No,Beca,Local,Solo,Casado,Ninguna,No,0.1,0.4,No,Demanda Laboral,No,Si,0.4,Lectura,0.6363636363636364,Cercanía,Si,No
721,Femenino,0.1111111111111111,Urbana,Privada,0.46296296296296297,Arte,0.5892857142857143,0.6981132075471698,0.38333333333333336,0.6774193548387096,No,10k-20k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,0.3,0.8,No,Sueldo,No,Si,0.8,Tecnología,0.36363636363636365,Prestigio,Si,No
722,Femenino,0.3333333333333333,Urbana,Privada,0.5925925925925926,Humanidades,0.8035714285714286,0.18867924528301888,0.48333333333333334,0.3870967741935484,No,10k-20k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,0.5,1.0,No,Demanda Laboral,No,No,1.0,Tecnología,0.36363636363636365,Prestigio,No,No
723,Masculino,0.4444444444444444,Urbana,Privada,0.4074074074074074,Arte,0.9821428571428571,0.8679245283018868,0.7833333333333333,0.41935483870967744,Si,<5k,Si,Padres,Local,Otros,Soltero,Ninguna,No,0.4,0.8,Si,Amigos/Familia,Si,No,0.8,Arte,0.2727272727272727,Cercanía,Si,No
724,Masculino,0.2222222222222222,Urbana,Privada,0.4444444444444444,Ciencias Naturales,0.6071428571428571,0.5660377358490566,0.6666666666666666,0.41935483870967744,No,5k-10k,No,Otro,Foraneo,Familia,Divorciado,Ninguna,Si,0.4,0.4,No,Amigos/Familia,Si,No,0.4,Lectura,0.45454545454545453,Vocación,Si,Si
725,Masculino,0.2222222222222222,Urbana,Publica,0.4444444444444444,Ciencias Naturales,0.6607142857142857,0.3018867924528302,0.7666666666666667,0.5161290322580645,Si,5k-10k,Si,Beca,Local,Otros,Casado,Visual,Si,0.3,0.4,No,Amigos/Familia,No,No,0.4,Deportes,0.6363636363636364,Prestigio,No,No
726,Femenino,0.7777777777777778,Urbana,Publica,0.6111111111111112,Arte,0.9464285714285714,0.6792452830188679,0.5166666666666667,0.7419354838709677,No,5k-10k,No,Padres,Foraneo,Solo,Divorciado,Ninguna,No,0.4,0.4,Si,Gusto Personal,Si,No,0.4,Arte,0.36363636363636365,Renta Económica,No,No
727,Femenino,0.2222222222222222,Urbana,Privada,0.5740740740740741,Ingenieria,0.7142857142857143,0.5660377358490566,0.4,0.6129032258064516,No,5k-10k,Si,Padres,Foraneo,Otros,Casado,Ninguna,Si,0.3,1.0,Si,Gusto Personal,Si,No,1.0,Arte,0.2727272727272727,Cercanía,Si,No
728,Femenino,0.2222222222222222,Urbana,Publica,0.5185185185185185,Arte,0.26785714285714285,0.6981132075471698,0.6,0.7096774193548387,No,<5k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,0.5,0.8,Si,Demanda Laboral,No,Si,0.8,Deportes,0.5454545454545454,Prestigio,No,Si
729,Femenino,0.0,Urbana,Privada,0.5740740740740741,Ciencias Naturales,0.6071428571428571,0.6037735849056604,0.36666666666666664,0.3870967741935484,No,<5k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,0.3,0.8,No,Prestigio,No,Si,0.8,Tecnología,0.45454545454545453,Prestigio,Si,No
730,Masculino,0.3333333333333333,Urbana,Publica,0.8703703703703703,Ingenieria,0.4642857142857143,0.7547169811320755,0.5166666666666667,0.2903225806451613,Si,>20k,Si,Trabajo Propio,Local,Solo,Soltero,Ninguna,Si,0.3,0.8,No,Demanda Laboral,No,Si,0.8,Tecnología,0.36363636363636365,Renta Económica,No,Si
731,Femenino,0.2222222222222222,Urbana,Privada,0.5555555555555556,Humanidades,0.7142857142857143,0.6037735849056604,0.8166666666666667,0.3225806451612903,No,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,0.4,0.8,Si,Gusto Personal,No,No,0.8,Deportes,0.6363636363636364,Influencia Familiar,Si,Si
732,Masculino,0.1111111111111111,Urbana,Publica,0.6666666666666666,Humanidades,0.5535714285714286,0.3584905660377358,0.6166666666666667,0.3548387096774194,No,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,0.5,0.4,Si,Prestigio,No,Si,0.4,Viajar,0.45454545454545453,Vocación,No,No
733,Femenino,0.4444444444444444,Urbana,Privada,0.3148148148148148,Ciencias Sociales,0.5535714285714286,0.4339622641509434,0.6166666666666667,0.5806451612903226,No,5k-10k,No,Otro,Foraneo,Amigos,Casado,Ninguna,Si,0.3,0.8,Si,Sueldo,Si,Si,0.8,Deportes,0.18181818181818182,Cercanía,No,No
734,Masculino,0.5555555555555556,Urbana,Publica,0.37037037037037035,Humanidades,0.75,0.5849056603773585,0.5833333333333334,0.2903225806451613,Si,<5k,Si,Trabajo Propio,Local,Familia,Soltero,Cognitiva,No,0.5,0.6,No,Prestigio,No,No,0.6,Deportes,0.36363636363636365,Vocación,No,No
735,Masculino,0.0,Rural,Privada,0.14814814814814814,Arte,0.7142857142857143,0.49056603773584906,0.48333333333333334,0.7419354838709677,No,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,No,0.3,0.6,Si,Prestigio,No,Si,0.6,Tecnología,0.45454545454545453,Vocación,No,Si
736,Femenino,0.3333333333333333,Urbana,Privada,0.5555555555555556,Humanidades,0.5178571428571429,0.6415094339622641,0.45,0.41935483870967744,No,>20k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,0.3,0.8,No,Amigos/Familia,Si,Si,0.8,Arte,0.36363636363636365,Cercanía,Si,Si
737,Masculino,0.2222222222222222,Urbana,Privada,0.5370370370370371,Arte,0.7678571428571429,0.5283018867924528,0.3333333333333333,0.45161290322580644,Si,5k-10k,Si,Trabajo Propio,Foraneo,Familia,Casado,Ninguna,No,0.2,0.2,Si,Demanda Laboral,Si,No,0.2,Viajar,0.36363636363636365,Vocación,Si,No
738,Masculino,0.5555555555555556,Urbana,Publica,0.5740740740740741,Humanidades,0.625,0.5849056603773585,0.4166666666666667,0.8064516129032258,No,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,0.3,0.4,Si,Prestigio,No,Si,0.4,Tecnología,0.2727272727272727,Influencia Familiar,No,No
739,Femenino,0.0,Rural,Privada,0.5185185185185185,Arte,0.8392857142857143,0.6981132075471698,0.6,0.41935483870967744,No,5k-10k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,0.4,0.8,Si,Amigos/Familia,Si,Si,0.8,Viajar,0.09090909090909091,Renta Económica,No,Si
740,Femenino,0.3333333333333333,Urbana,Privada,0.35185185185185186,Ingenieria,0.48214285714285715,0.5471698113207547,0.31666666666666665,0.5483870967741935,Si,<5k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,Si,0.5,0.4,No,Amigos/Familia,No,Si,0.4,Arte,0.18181818181818182,Influencia Familiar,No,No
741,Femenino,0.2222222222222222,Urbana,Privada,0.4444444444444444,Ingenieria,0.44642857142857145,0.49056603773584906,0.4166666666666667,0.6451612903225806,No,5k-10k,No,Otro,Foraneo,Familia,Soltero,Ninguna,No,0.5,0.2,No,Gusto Personal,No,No,0.2,Arte,0.6363636363636364,Influencia Familiar,No,No
742,Masculino,0.6666666666666666,Urbana,Publica,0.2777777777777778,Ciencias Sociales,0.375,0.49056603773584906,0.3333333333333333,0.5161290322580645,Si,<5k,Si,Otro,Local,Otros,Soltero,Ninguna,Si,0.6,0.4,Si,Prestigio,Si,Si,0.4,Lectura,0.6363636363636364,Prestigio,Si,Si
743,Femenino,0.1111111111111111,Rural,Publica,0.1111111111111111,Humanidades,0.8571428571428571,0.5094339622641509,0.38333333333333336,0.45161290322580644,Si,<5k,No,Otro,Foraneo,Amigos,Soltero,Ninguna,No,0.5,0.8,Si,Gusto Personal,No,Si,0.8,Viajar,1.0,Cercanía,Si,No
744,Masculino,0.3333333333333333,Rural,Publica,0.6111111111111112,Humanidades,0.6428571428571429,0.4339622641509434,0.3,0.41935483870967744,Si,10k-20k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,0.4,1.0,Si,Demanda Laboral,Si,Si,1.0,Viajar,0.5454545454545454,Renta Económica,No,Si
745,Masculino,0.2222222222222222,Urbana,Publica,0.6666666666666666,Humanidades,0.7678571428571429,0.37735849056603776,0.6833333333333333,0.3225806451612903,Si,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,0.6,1.0,No,Prestigio,Si,Si,1.0,Tecnología,0.36363636363636365,Cercanía,No,No
746,Masculino,0.1111111111111111,Rural,Publica,0.6666666666666666,Ciencias Sociales,0.8035714285714286,0.4339622641509434,0.5333333333333333,0.41935483870967744,Si,<5k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,No,0.3,0.8,No,Gusto Personal,No,No,0.8,Deportes,0.18181818181818182,Vocación,Si,No
747,Masculino,0.1111111111111111,Urbana,Privada,0.7962962962962963,Ciencias Sociales,0.5535714285714286,0.5094339622641509,0.5333333333333333,0.4838709677419355,No,5k-10k,No,Padres,Local,Otros,Soltero,Ninguna,Si,0.1,0.4,No,Amigos/Familia,No,Si,0.4,Tecnología,0.5454545454545454,Influencia Familiar,Si,No
748,Femenino,0.0,Urbana,Privada,0.4444444444444444,Ingenieria,0.6428571428571429,0.49056603773584906,0.4,0.3870967741935484,No,5k-10k,No,Padres,Local,Amigos,Soltero,Ninguna,No,0.2,0.8,Si,Sueldo,Si,Si,0.8,Tecnología,0.36363636363636365,Prestigio,Si,No
749,Femenino,0.1111111111111111,Rural,Publica,0.8703703703703703,Ciencias Sociales,0.6607142857142857,0.37735849056603776,0.6166666666666667,0.5806451612903226,No,5k-10k,Si,Padres,Local,Otros,Soltero,Ninguna,No,0.5,0.6,Si,Prestigio,Si,Si,0.6,Deportes,0.45454545454545453,Vocación,Si,Si
750,Masculino,0.6666666666666666,Urbana,Privada,0.7037037037037037,Ciencias Naturales,0.9107142857142857,0.5283018867924528,0.8166666666666667,0.3870967741935484,No,10k-20k,Si,Beca,Local,Otros,Soltero,Ninguna,No,0.5,0.8,Si,Demanda Laboral,Si,Si,0.8,Lectura,0.5454545454545454,Vocación,Si,No
751,Femenino,0.0,Rural,Privada,0.16666666666666666,Arte,0.5178571428571429,0.8113207547169812,0.15,0.6129032258064516,No,<5k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,0.4,0.8,Si,Demanda Laboral,No,No,0.8,Viajar,0.5454545454545454,Vocación,Si,No
752,Masculino,0.7777777777777778,Urbana,Privada,0.3333333333333333,Ciencias Naturales,0.6607142857142857,0.3018867924528302,0.7,0.7419354838709677,Si,<5k,No,Otro,Local,Familia,Soltero,Ninguna,No,0.3,0.6,No,Sueldo,No,No,0.6,Deportes,0.8181818181818182,Prestigio,Si,No
753,Masculino,0.4444444444444444,Rural,Privada,0.5370370370370371,Humanidades,0.7678571428571429,0.3584905660377358,0.4,0.7096774193548387,Si,<5k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,0.6,0.8,No,Sueldo,No,No,0.8,Deportes,0.36363636363636365,Renta Económica,Si,No
754,Femenino,0.4444444444444444,Urbana,Publica,0.3333333333333333,Ingenieria,0.625,0.5660377358490566,0.5,0.45161290322580644,Si,10k-20k,No,Trabajo Propio,Local,Otros,Casado,Cognitiva,No,0.2,0.6,Si,Sueldo,Si,Si,0.6,Arte,0.45454545454545453,Vocación,No,Si
755,Femenino,0.2222222222222222,Urbana,Privada,0.7037037037037037,Ingenieria,1.0,0.8113207547169812,0.7666666666666667,0.5161290322580645,No,5k-10k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,No,0.4,0.8,No,Prestigio,Si,Si,0.8,Lectura,0.7272727272727273,Influencia Familiar,No,No
756,Femenino,0.0,Rural,Privada,0.46296296296296297,Ciencias Naturales,0.6071428571428571,0.24528301886792453,0.38333333333333336,0.41935483870967744,Si,10k-20k,Si,Beca,Local,Amigos,Soltero,Ninguna,Si,0.3,0.6,No,Amigos/Familia,No,Si,0.6,Viajar,0.45454545454545453,Prestigio,Si,Si
757,Femenino,0.2222222222222222,Urbana,Publica,0.09259259259259259,Ingenieria,0.6964285714285714,0.6037735849056604,0.5833333333333334,0.4838709677419355,Si,<5k,No,Beca,Local,Solo,Soltero,Ninguna,No,0.4,0.6,Si,Prestigio,No,No,0.6,Viajar,0.36363636363636365,Influencia Familiar,No,No
758,Femenino,0.0,Rural,Publica,0.48148148148148145,Humanidades,0.625,0.49056603773584906,0.05,0.3870967741935484,No,<5k,No,Beca,Foraneo,Solo,Soltero,Ninguna,Si,0.3,0.8,Si,Amigos/Familia,No,No,0.8,Tecnología,0.18181818181818182,Vocación,Si,Si
759,Masculino,0.6666666666666666,Rural,Privada,0.5185185185185185,Ciencias Sociales,0.4642857142857143,0.8490566037735849,0.5333333333333333,0.5483870967741935,No,10k-20k,Si,Beca,Local,Familia,Soltero,Ninguna,Si,0.2,0.6,Si,Demanda Laboral,Si,No,0.6,Arte,0.5454545454545454,Vocación,Si,No
760,Femenino,0.1111111111111111,Urbana,Privada,0.4444444444444444,Ciencias Naturales,0.8392857142857143,0.5283018867924528,0.7833333333333333,0.3870967741935484,Si,<5k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,0.4,0.2,No,Demanda Laboral,No,No,0.2,Arte,0.6363636363636364,Renta Económica,Si,Si
761,Femenino,0.4444444444444444,Urbana,Privada,0.42592592592592593,Ingenieria,0.625,0.4528301886792453,0.2833333333333333,0.6451612903225806,Si,<5k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,0.4,0.8,Si,Sueldo,Si,Si,0.8,Tecnología,0.45454545454545453,Influencia Familiar,No,No
762,Masculino,0.1111111111111111,Urbana,Privada,0.5740740740740741,Humanidades,0.6785714285714286,0.7547169811320755,0.5,0.7096774193548387,No,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,Si,0.4,0.8,No,Demanda Laboral,Si,No,0.8,Deportes,0.36363636363636365,Prestigio,Si,No
763,Femenino,0.1111111111111111,Urbana,Privada,0.8888888888888888,Ciencias Naturales,0.5178571428571429,0.5283018867924528,0.5166666666666667,0.5483870967741935,Si,10k-20k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,Si,0.5,0.4,No,Gusto Personal,Si,No,0.4,Tecnología,0.6363636363636364,Cercanía,No,Si
764,Masculino,0.1111111111111111,Urbana,Publica,0.5370370370370371,Ingenieria,0.5714285714285714,0.5471698113207547,0.6833333333333333,0.5806451612903226,No,>20k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,No,0.2,0.6,Si,Demanda Laboral,No,No,0.6,Viajar,0.5454545454545454,Renta Económica,Si,No
765,Femenino,0.2222222222222222,Urbana,Privada,0.8333333333333334,Ciencias Sociales,0.5892857142857143,0.6981132075471698,0.5666666666666667,0.5483870967741935,No,5k-10k,No,Beca,Foraneo,Familia,Divorciado,Motriz,Si,0.4,1.0,No,Gusto Personal,No,No,1.0,Arte,0.36363636363636365,Cercanía,Si,No
766,Masculino,0.1111111111111111,Rural,Privada,0.8333333333333334,Arte,0.35714285714285715,0.6792452830188679,0.43333333333333335,0.6129032258064516,Si,10k-20k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,0.7,0.8,No,Sueldo,No,Si,0.8,Viajar,0.45454545454545453,Renta Económica,No,No
767,Masculino,0.5555555555555556,Rural,Privada,0.5,Arte,0.625,0.6415094339622641,0.5333333333333333,0.3870967741935484,No,5k-10k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,0.4,0.8,Si,Prestigio,Si,Si,0.8,Viajar,0.9090909090909091,Renta Económica,Si,No
768,Masculino,0.4444444444444444,Urbana,Privada,0.5925925925925926,Ingenieria,0.4107142857142857,0.8301886792452831,0.48333333333333334,0.5161290322580645,Si,10k-20k,Si,Beca,Local,Familia,Casado,Ninguna,No,0.4,0.4,No,Prestigio,No,No,0.4,Deportes,0.5454545454545454,Influencia Familiar,Si,Si
769,Masculino,0.3333333333333333,Urbana,Privada,0.25925925925925924,Ciencias Naturales,0.875,0.3584905660377358,0.6,0.5806451612903226,Si,5k-10k,No,Beca,Local,Amigos,Divorciado,Ninguna,Si,0.5,0.8,Si,Demanda Laboral,Si,No,0.8,Arte,0.2727272727272727,Renta Económica,No,No
770,Masculino,0.1111111111111111,Urbana,Publica,0.5925925925925926,Ingenieria,0.9107142857142857,0.7547169811320755,0.5,0.25806451612903225,No,<5k,No,Beca,Foraneo,Otros,Casado,Ninguna,Si,0.5,0.6,Si,Gusto Personal,No,No,0.6,Arte,0.0,Cercanía,No,No
