genero,edad,ubicacion,tipo_escuela,transporte_a_la_escuela,area_de_la_carrera,promedio_inicial,promedio_medio,promedio_final,horas_estudio_semanal,otra_carrera_previa,nivel_ingresos_rango,trabaja,apoyo_economico,foraneo_o_local,con_quien_vive,estado_civil,discapacidad,problemas_socioeconomicos,horas_sueño,nivel_estres_percibido,recibio_orientacion_vocacional,razon_principal_eleccion_carrera,problemas_familiares,problemas_psicologicos,nivel_de_satisfaccion,hobbies,amigos_cercanos,motivo_eleccion_carrera,expectativas_cumplidas,deserto
Masculino,20,Rural,Privada,26,Ciencias Sociales,86,68,57,13,No,10k-20k,No,Padres,Local,Otros,Casado,Visual,No,7,3,No,Prestigio,No,No,4,Viajar,1,Influencia Familiar,Si,No
Femenino,21,Urbana,Privada,27,Ingenieria,89,65,66,19,Si,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,6,3,Si,Demanda Laboral,No,Si,4,Deportes,6,Cercanía,Si,No
Femenino,19,Urbana,Publica,23,Ingenieria,97,73,66,9,Si,<5k,No,Trabajo Propio,Local,Solo,Casado,Ninguna,No,4,2,Si,Prestigio,No,Si,3,Lectura,8,Influencia Familiar,No,No
Femenino,19,Rural,Privada,37,Humanidades,86,73,84,19,No,10k-20k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,Si,7,3,No,Sueldo,No,Si,3,Viajar,3,Renta Económica,No,Si
Masculino,22,Rural,Publica,31,Humanidades,72,78,66,13,Si,5k-10k,Si,Beca,Local,Otros,Soltero,Ninguna,No,10,4,No,Sueldo,Si,Si,2,Lectura,4,Cercanía,Si,Si
Femenino,22,Rural,Publica,21,Humanidades,78,74,44,26,Si,10k-20k,Si,Otro,Local,Familia,Soltero,Ninguna,No,5,4,No,Amigos/Familia,Si,No,3,Lectura,8,Prestigio,Si,No
Femenino,19,Urbana,Publica,41,Humanidades,74,63,68,15,Si,5k-10k,No,Otro,Foraneo,Solo,Soltero,Ninguna,No,8,3,Si,Demanda Laboral,Si,No,4,Lectura,2,Renta Económica,Si,Si
Masculino,20,Rural,Privada,25,Ciencias Naturales,79,52,52,16,Si,>20k,Si,Padres,Local,Otros,Divorciado,Ninguna,No,7,3,No,Gusto Personal,Si,No,1,Deportes,8,Vocación,No,Si
Masculino,21,Rural,Publica,25,Humanidades,82,89,84,13,Si,10k-20k,Si,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,4,1,Si,Demanda Laboral,No,Si,3,Viajar,6,Renta Económica,Si,No
Masculino,18,Rural,Publica,29,Arte,78,76,66,12,Si,10k-20k,Si,Otro,Foraneo,Familia,Casado,Ninguna,No,5,2,Si,Demanda Laboral,Si,No,4,Deportes,6,Prestigio,Si,No
Femenino,18,Rural,Publica,39,Ciencias Sociales,64,76,60,11,No,<5k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,Si,4,1,Si,Prestigio,Si,Si,2,Lectura,8,Renta Económica,No,Si
Masculino,23,Urbana,Publica,42,Ingenieria,77,68,80,15,Si,10k-20k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,7,1,No,Demanda Laboral,No,Si,5,Deportes,6,Cercanía,Si,No
Masculino,20,Urbana,Publica,15,Arte,92,59,68,16,No,5k-10k,Si,Beca,Foraneo,Familia,Soltero,Ninguna,Si,5,2,No,Gusto Personal,Si,Si,3,Viajar,5,Vocación,No,Si
Masculino,23,Rural,Publica,25,Ingenieria,80,94,53,24,No,5k-10k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,6,3,Si,Amigos/Familia,Si,No,3,Tecnología,6,Prestigio,No,Si
Femenino,20,Rural,Privada,38,Humanidades,75,68,73,16,No,10k-20k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,5,2,No,Demanda Laboral,No,No,3,Arte,7,Influencia Familiar,No,Si
Femenino,21,Rural,Privada,33,Ciencias Naturales,59,68,73,6,Si,10k-20k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,No,6,2,No,Gusto Personal,No,No,3,Viajar,5,Influencia Familiar,Si,Si
Masculino,19,Urbana,Privada,37,Ciencias Naturales,66,69,67,14,Si,10k-20k,Si,Beca,Local,Otros,Soltero,Ninguna,Si,6,3,No,Prestigio,Si,No,3,Arte,5,Prestigio,No,Si
Masculino,22,Rural,Privada,13,Arte,68,62,76,28,Si,10k-20k,No,Padres,Foraneo,Otros,Soltero,Ninguna,Si,10,4,No,Gusto Personal,Si,No,4,Tecnología,7,Cercanía,Si,Si
Masculino,22,Rural,Publica,28,Humanidades,79,67,76,11,Si,10k-20k,Si,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,6,2,Si,Gusto Personal,Si,Si,5,Deportes,6,Vocación,No,Si
Femenino,22,Urbana,Privada,44,Humanidades,86,66,81,11,No,<5k,No,Padres,Foraneo,Otros,Casado,Ninguna,Si,4,3,No,Sueldo,No,Si,5,Deportes,5,Influencia Familiar,No,Si
Femenino,24,Urbana,Publica,10,Ciencias Naturales,88,59,70,19,Si,5k-10k,No,Otro,Foraneo,Solo,Soltero,Ninguna,No,8,4,No,Amigos/Familia,No,Si,2,Viajar,5,Prestigio,No,No
Masculino,20,Rural,Privada,30,Ciencias Sociales,86,78,79,3,Si,5k-10k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,3,2,No,Amigos/Familia,Si,Si,2,Arte,6,Prestigio,No,No
Masculino,21,Urbana,Privada,32,Ciencias Naturales,71,68,71,16,Si,<5k,Si,Beca,Foraneo,Familia,Soltero,Ninguna,Si,7,3,Si,Gusto Personal,Si,Si,4,Viajar,6,Vocación,No,No
Masculino,20,Urbana,Privada,26,Ingenieria,78,76,59,15,Si,5k-10k,Si,Padres,Local,Otros,Casado,Ninguna,Si,8,3,Si,Sueldo,No,No,4,Tecnología,5,Prestigio,Si,No
Masculino,19,Urbana,Publica,19,Arte,67,97,66,14,Si,>20k,No,Padres,Foraneo,Solo,Divorciado,Ninguna,No,5,1,Si,Sueldo,Si,Si,5,Tecnología,7,Vocación,No,No
Masculino,19,Rural,Publica,26,Arte,93,71,74,15,Si,5k-10k,No,Padres,Foraneo,Amigos,Soltero,Auditiva,Si,7,2,Si,Gusto Personal,Si,No,4,Arte,5,Influencia Familiar,No,No
Femenino,21,Urbana,Privada,33,Ingenieria,83,66,64,17,No,<5k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,7,2,Si,Gusto Personal,No,No,3,Arte,4,Vocación,Si,Si
Femenino,21,Rural,Privada,32,Ciencias Sociales,78,71,64,18,Si,10k-20k,No,Beca,Local,Familia,Casado,Ninguna,No,7,4,Si,Amigos/Familia,Si,No,4,Lectura,5,Influencia Familiar,No,No
Masculino,24,Rural,Publica,35,Ciencias Sociales,78,87,72,7,No,<5k,Si,Beca,Local,Otros,Soltero,Ninguna,Si,7,3,No,Gusto Personal,Si,No,3,Arte,7,Influencia Familiar,No,No
Femenino,20,Rural,Publica,15,Humanidades,75,86,83,27,Si,>20k,Si,Padres,Local,Otros,Casado,Motriz,No,6,2,No,Sueldo,Si,Si,4,Lectura,5,Vocación,No,No
Femenino,18,Urbana,Publica,33,Ciencias Sociales,74,75,78,16,No,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Motriz,Si,8,2,No,Prestigio,Si,No,3,Deportes,5,Influencia Familiar,Si,No
Masculino,21,Rural,Privada,33,Humanidades,72,79,54,16,No,5k-10k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,8,1,No,Sueldo,Si,No,4,Arte,4,Influencia Familiar,No,No
Masculino,20,Urbana,Publica,20,Ingenieria,81,75,75,20,Si,<5k,Si,Padres,Foraneo,Amigos,Casado,Ninguna,No,5,1,Si,Amigos/Familia,Si,Si,3,Arte,4,Renta Económica,Si,No
Masculino,20,Rural,Publica,24,Ciencias Sociales,86,83,76,11,No,5k-10k,No,Beca,Local,Familia,Divorciado,Ninguna,No,8,3,Si,Demanda Laboral,No,Si,3,Deportes,6,Vocación,Si,Si
Masculino,20,Rural,Privada,44,Ciencias Naturales,71,99,72,10,Si,<5k,Si,Beca,Foraneo,Otros,Soltero,Visual,No,5,1,Si,Prestigio,No,Si,4,Arte,6,Influencia Familiar,No,No
Masculino,22,Urbana,Publica,25,Humanidades,91,64,42,17,No,5k-10k,Si,Padres,Local,Solo,Soltero,Ninguna,No,6,2,No,Prestigio,No,Si,3,Tecnología,7,Influencia Familiar,Si,No
Femenino,19,Rural,Privada,24,Humanidades,74,74,73,15,Si,10k-20k,No,Beca,Local,Otros,Soltero,Ninguna,Si,5,2,No,Gusto Personal,Si,No,3,Viajar,7,Influencia Familiar,No,No
Femenino,21,Rural,Privada,4,Ciencias Naturales,95,65,66,23,No,<5k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,8,3,Si,Sueldo,Si,Si,4,Arte,7,Prestigio,No,Si
Masculino,21,Rural,Privada,40,Ingenieria,87,78,86,26,No,>20k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,7,3,No,Gusto Personal,No,Si,4,Deportes,5,Cercanía,Si,No
Masculino,18,Urbana,Publica,30,Arte,69,55,92,18,Si,<5k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,6,3,Si,Amigos/Familia,Si,Si,3,Tecnología,5,Cercanía,Si,No
Masculino,21,Rural,Publica,16,Ingenieria,94,67,73,6,No,10k-20k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,5,0,Si,Prestigio,Si,Si,3,Deportes,5,Renta Económica,No,No
Femenino,19,Urbana,Privada,29,Ciencias Naturales,84,66,73,17,Si,5k-10k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,No,10,3,Si,Prestigio,Si,No,3,Deportes,5,Prestigio,No,No
Masculino,19,Rural,Privada,32,Ciencias Sociales,87,79,77,14,Si,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,Si,7,2,No,Prestigio,Si,Si,3,Tecnología,4,Vocación,Si,Si
Masculino,23,Urbana,Publica,39,Arte,92,76,76,17,Si,5k-10k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,7,1,Si,Gusto Personal,Si,Si,3,Viajar,3,Influencia Familiar,Si,Si
Masculino,19,Rural,Publica,21,Ciencias Sociales,61,56,70,21,No,5k-10k,No,Beca,Foraneo,Familia,Soltero,Ninguna,No,8,3,No,Prestigio,Si,No,3,Lectura,6,Influencia Familiar,No,No
Masculino,19,Rural,Publica,27,Arte,92,86,73,18,No,<5k,No,Trabajo Propio,Foraneo,Solo,Casado,Ninguna,No,6,3,No,Prestigio,Si,No,3,Tecnología,7,Renta Económica,No,Si
Femenino,20,Rural,Publica,14,Ciencias Sociales,78,78,70,16,No,5k-10k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,6,2,Si,Amigos/Familia,Si,Si,4,Lectura,4,Influencia Familiar,No,No
Femenino,20,Urbana,Privada,37,Ingenieria,88,99,72,12,Si,5k-10k,No,Otro,Foraneo,Amigos,Casado,Ninguna,Si,6,2,Si,Sueldo,No,No,3,Deportes,3,Vocación,No,No
Masculino,24,Rural,Privada,31,Ciencias Naturales,85,81,75,12,No,>20k,No,Otro,Local,Otros,Soltero,Ninguna,No,8,2,Si,Gusto Personal,No,Si,2,Deportes,6,Vocación,No,Si
Femenino,20,Rural,Privada,13,Arte,92,82,72,18,Si,<5k,Si,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,Si,5,0,No,Amigos/Familia,No,No,4,Arte,7,Cercanía,Si,No
Femenino,20,Urbana,Publica,31,Arte,89,69,73,14,No,<5k,No,Beca,Local,Solo,Casado,Ninguna,No,7,3,No,Prestigio,Si,No,2,Viajar,6,Vocación,No,No
Femenino,21,Urbana,Publica,35,Ingenieria,72,80,59,11,No,5k-10k,Si,Padres,Foraneo,Otros,Casado,Ninguna,No,6,2,No,Amigos/Familia,No,No,3,Arte,5,Renta Económica,No,No
Femenino,20,Rural,Privada,32,Humanidades,80,65,65,9,No,10k-20k,Si,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,No,8,1,No,Amigos/Familia,Si,Si,4,Deportes,4,Influencia Familiar,Si,No
Femenino,18,Urbana,Publica,18,Arte,68,79,78,12,Si,5k-10k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,Si,5,2,Si,Prestigio,No,Si,1,Viajar,5,Renta Económica,No,No
Masculino,21,Rural,Privada,38,Arte,86,79,69,20,No,5k-10k,No,Trabajo Propio,Foraneo,Familia,Casado,Ninguna,No,7,0,No,Gusto Personal,No,No,2,Lectura,3,Prestigio,No,Si
Masculino,20,Rural,Publica,30,Humanidades,83,81,67,15,No,10k-20k,Si,Padres,Local,Otros,Soltero,Ninguna,Si,6,4,Si,Sueldo,Si,Si,1,Lectura,2,Prestigio,Si,No
Masculino,23,Urbana,Publica,44,Humanidades,92,60,72,13,No,5k-10k,No,Padres,Local,Solo,Soltero,Ninguna,Si,6,1,Si,Demanda Laboral,Si,No,4,Deportes,3,Cercanía,Si,No
Masculino,20,Rural,Privada,27,Humanidades,67,78,65,0,Si,5k-10k,No,Beca,Local,Familia,Casado,Ninguna,Si,9,5,No,Gusto Personal,No,No,2,Deportes,7,Renta Económica,No,No
Femenino,22,Urbana,Privada,43,Humanidades,76,68,81,16,Si,<5k,Si,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,10,3,Si,Demanda Laboral,Si,Si,3,Viajar,3,Vocación,Si,No
Masculino,21,Urbana,Privada,37,Ciencias Naturales,71,69,93,10,Si,>20k,No,Trabajo Propio,Foraneo,Otros,Soltero,Auditiva,No,5,2,No,Gusto Personal,Si,No,2,Arte,4,Prestigio,Si,No
Femenino,21,Urbana,Publica,22,Ciencias Sociales,85,67,76,11,No,5k-10k,Si,Padres,Local,Amigos,Divorciado,Ninguna,Si,8,1,No,Gusto Personal,Si,No,2,Deportes,6,Vocación,Si,No
Femenino,19,Rural,Privada,20,Ingenieria,76,75,70,15,No,<5k,Si,Beca,Local,Otros,Soltero,Ninguna,Si,5,3,No,Sueldo,Si,No,3,Arte,6,Vocación,Si,No
Masculino,22,Urbana,Privada,24,Ingenieria,95,88,78,18,No,<5k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,5,1,Si,Demanda Laboral,Si,Si,3,Viajar,6,Vocación,No,No
Masculino,18,Rural,Publica,29,Ciencias Sociales,88,75,77,2,Si,5k-10k,Si,Padres,Foraneo,Otros,Casado,Ninguna,Si,5,2,Si,Gusto Personal,No,Si,2,Arte,5,Prestigio,No,No
Masculino,19,Urbana,Publica,56,Ciencias Naturales,90,74,65,14,No,5k-10k,No,Otro,Local,Familia,Soltero,Ninguna,No,5,4,No,Demanda Laboral,No,Si,3,Arte,2,Renta Económica,No,Si
Masculino,19,Urbana,Publica,26,Ingenieria,94,63,75,12,No,<5k,Si,Padres,Local,Solo,Soltero,Ninguna,No,7,4,No,Prestigio,No,No,2,Deportes,7,Renta Económica,No,No
Masculino,21,Urbana,Privada,24,Ciencias Sociales,68,79,76,12,No,5k-10k,Si,Beca,Local,Solo,Soltero,Cognitiva,No,8,2,No,Demanda Laboral,Si,No,3,Lectura,6,Influencia Familiar,Si,No
Masculino,21,Urbana,Publica,20,Ciencias Naturales,82,67,49,12,Si,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,8,2,No,Amigos/Familia,No,Si,4,Viajar,6,Prestigio,No,No
Femenino,20,Rural,Publica,26,Arte,90,82,45,16,Si,5k-10k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,7,3,No,Amigos/Familia,No,Si,3,Arte,5,Vocación,Si,Si
Femenino,20,Rural,Privada,24,Ciencias Naturales,89,70,63,14,No,5k-10k,No,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,7,2,No,Prestigio,No,No,2,Viajar,6,Vocación,Si,Si
Masculino,21,Urbana,Privada,29,Arte,83,72,78,19,Si,5k-10k,Si,Otro,Local,Amigos,Casado,Ninguna,No,6,2,Si,Demanda Laboral,No,No,3,Lectura,2,Prestigio,No,No
Femenino,20,Rural,Privada,31,Ciencias Naturales,90,87,73,20,No,<5k,Si,Otro,Local,Otros,Casado,Ninguna,No,3,4,Si,Sueldo,No,Si,3,Deportes,8,Prestigio,Si,Si
Femenino,18,Urbana,Publica,27,Ingenieria,83,84,70,8,Si,5k-10k,No,Padres,Local,Familia,Casado,Ninguna,No,5,2,Si,Amigos/Familia,No,Si,4,Lectura,7,Vocación,Si,No
Masculino,20,Rural,Privada,19,Ciencias Naturales,96,72,65,21,Si,10k-20k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,6,3,No,Gusto Personal,Si,Si,4,Deportes,4,Cercanía,Si,No
Masculino,20,Urbana,Privada,42,Arte,90,91,69,25,No,>20k,Si,Otro,Local,Solo,Soltero,Visual,No,7,1,No,Amigos/Familia,No,No,3,Lectura,7,Influencia Familiar,Si,No
Femenino,18,Rural,Privada,22,Ciencias Sociales,92,80,92,8,Si,<5k,No,Otro,Foraneo,Solo,Soltero,Ninguna,Si,8,4,Si,Demanda Laboral,Si,Si,2,Viajar,6,Vocación,No,No
Masculino,20,Rural,Publica,27,Ciencias Sociales,65,78,75,22,Si,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,7,2,Si,Prestigio,No,No,2,Arte,3,Renta Económica,No,No
Femenino,20,Rural,Publica,42,Arte,97,78,55,14,No,>20k,No,Beca,Local,Otros,Soltero,Ninguna,Si,5,2,No,Demanda Laboral,Si,Si,4,Deportes,5,Renta Económica,Si,No
Femenino,22,Rural,Publica,28,Arte,93,68,58,18,No,<5k,Si,Padres,Foraneo,Otros,Divorciado,Ninguna,Si,9,1,No,Demanda Laboral,Si,No,5,Deportes,4,Renta Económica,Si,No
Masculino,21,Urbana,Publica,18,Ciencias Sociales,76,67,65,22,Si,5k-10k,Si,Padres,Local,Solo,Casado,Ninguna,No,7,2,Si,Amigos/Familia,No,Si,5,Lectura,8,Cercanía,No,No
Femenino,23,Urbana,Publica,35,Ciencias Sociales,69,66,68,17,No,10k-20k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,Si,8,2,No,Gusto Personal,No,Si,4,Viajar,3,Prestigio,No,No
Femenino,19,Urbana,Privada,31,Ciencias Sociales,83,93,72,5,Si,>20k,No,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,6,3,No,Demanda Laboral,Si,Si,4,Viajar,8,Renta Económica,Si,No
Masculino,19,Rural,Privada,28,Ciencias Naturales,74,86,60,19,No,<5k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,Si,8,1,No,Sueldo,Si,No,4,Arte,7,Cercanía,No,Si
Femenino,24,Rural,Publica,39,Arte,77,84,74,8,No,<5k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,5,2,Si,Gusto Personal,No,No,3,Lectura,5,Renta Económica,No,No
Masculino,22,Urbana,Publica,37,Arte,86,79,66,21,Si,<5k,Si,Otro,Foraneo,Amigos,Soltero,Cognitiva,Si,6,1,Si,Demanda Laboral,No,Si,1,Viajar,4,Influencia Familiar,No,No
Femenino,22,Rural,Privada,35,Humanidades,87,86,66,20,No,<5k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,7,2,Si,Gusto Personal,Si,No,2,Tecnología,5,Cercanía,Si,No
Masculino,18,Urbana,Privada,39,Ingenieria,91,74,61,18,No,5k-10k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,7,3,No,Prestigio,No,No,3,Deportes,2,Cercanía,Si,Si
Femenino,20,Rural,Publica,45,Humanidades,50,82,51,16,No,>20k,Si,Padres,Local,Familia,Soltero,Auditiva,Si,6,1,No,Prestigio,Si,Si,3,Viajar,5,Cercanía,Si,No
Masculino,19,Urbana,Privada,35,Humanidades,83,68,75,11,No,<5k,Si,Beca,Foraneo,Amigos,Divorciado,Ninguna,No,5,2,No,Prestigio,Si,Si,1,Arte,6,Cercanía,No,No
Masculino,23,Rural,Privada,44,Ciencias Naturales,85,67,71,18,No,>20k,No,Padres,Local,Amigos,Divorciado,Ninguna,Si,4,2,No,Demanda Laboral,Si,No,5,Lectura,4,Renta Económica,No,No
Femenino,20,Rural,Publica,31,Ciencias Sociales,82,73,65,18,No,10k-20k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,6,3,No,Demanda Laboral,No,Si,4,Lectura,6,Vocación,No,No
Femenino,19,Urbana,Publica,15,Ciencias Naturales,84,74,76,10,Si,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,No,6,3,No,Amigos/Familia,Si,No,3,Arte,5,Prestigio,No,No
Masculino,23,Urbana,Privada,30,Ciencias Sociales,85,64,65,7,Si,>20k,Si,Padres,Local,Familia,Soltero,Ninguna,No,5,2,Si,Prestigio,No,Si,4,Viajar,5,Influencia Familiar,Si,No
Femenino,21,Urbana,Publica,44,Ingenieria,100,74,77,16,No,>20k,No,Padres,Foraneo,Solo,Casado,Auditiva,Si,4,0,No,Prestigio,No,No,5,Lectura,6,Renta Económica,Si,No
Femenino,18,Rural,Privada,28,Arte,81,80,66,24,Si,5k-10k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,6,3,Si,Demanda Laboral,Si,Si,2,Arte,4,Cercanía,No,No
Masculino,19,Rural,Privada,34,Humanidades,69,86,55,10,No,5k-10k,Si,Otro,Local,Familia,Casado,Ninguna,No,5,2,No,Sueldo,No,No,4,Deportes,1,Prestigio,No,Si
Masculino,22,Rural,Privada,39,Ciencias Sociales,88,63,83,10,Si,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,6,2,Si,Sueldo,Si,Si,2,Arte,4,Cercanía,No,No
Femenino,19,Rural,Privada,42,Humanidades,69,75,66,16,No,<5k,Si,Otro,Foraneo,Otros,Casado,Ninguna,No,7,3,No,Gusto Personal,No,No,3,Lectura,4,Prestigio,Si,No
Masculino,21,Rural,Privada,39,Ciencias Sociales,75,86,50,17,No,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,Si,6,0,No,Amigos/Familia,Si,Si,4,Tecnología,6,Prestigio,No,No
Femenino,19,Rural,Privada,34,Ciencias Sociales,69,81,57,14,Si,<5k,No,Otro,Foraneo,Amigos,Soltero,Cognitiva,Si,6,3,Si,Amigos/Familia,Si,Si,2,Deportes,5,Cercanía,Si,No
Masculino,20,Urbana,Privada,37,Ciencias Sociales,67,81,80,16,Si,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,No,5,2,No,Prestigio,No,Si,4,Lectura,8,Vocación,Si,No
Masculino,20,Urbana,Publica,18,Ciencias Sociales,84,77,72,21,No,<5k,Si,Beca,Foraneo,Familia,Soltero,Ninguna,Si,6,3,Si,Gusto Personal,Si,Si,3,Tecnología,3,Cercanía,Si,No
Masculino,22,Urbana,Privada,25,Ciencias Naturales,82,89,53,10,Si,<5k,Si,Padres,Local,Otros,Soltero,Ninguna,No,6,3,No,Gusto Personal,Si,Si,3,Deportes,5,Influencia Familiar,Si,Si
Femenino,23,Rural,Publica,37,Humanidades,81,75,52,4,No,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,7,0,No,Gusto Personal,No,No,3,Viajar,5,Cercanía,No,No
Masculino,19,Rural,Publica,23,Ciencias Naturales,68,84,71,16,No,10k-20k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,5,2,No,Amigos/Familia,Si,No,4,Viajar,7,Cercanía,No,No
Masculino,18,Rural,Privada,23,Ciencias Naturales,82,69,88,21,No,<5k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,No,6,4,Si,Amigos/Familia,No,Si,5,Arte,5,Influencia Familiar,Si,No
Femenino,20,Rural,Privada,39,Ciencias Sociales,83,93,74,29,No,>20k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,Si,6,2,Si,Sueldo,Si,No,4,Arte,5,Influencia Familiar,No,No
Femenino,19,Urbana,Publica,32,Ciencias Sociales,82,82,83,9,No,<5k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,No,5,1,Si,Gusto Personal,No,Si,2,Viajar,6,Influencia Familiar,Si,Si
Masculino,18,Urbana,Privada,44,Humanidades,95,67,76,16,Si,10k-20k,Si,Padres,Local,Otros,Divorciado,Ninguna,Si,6,2,Si,Prestigio,No,No,2,Viajar,6,Vocación,Si,Si
Femenino,20,Urbana,Publica,20,Humanidades,71,100,64,14,No,<5k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,8,3,Si,Sueldo,Si,Si,5,Deportes,5,Prestigio,No,No
Masculino,20,Urbana,Publica,22,Arte,89,75,82,8,No,10k-20k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,6,4,No,Sueldo,No,No,4,Viajar,6,Prestigio,Si,Si
Masculino,18,Rural,Privada,34,Ciencias Sociales,89,76,57,6,No,5k-10k,No,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,5,2,Si,Amigos/Familia,No,No,3,Lectura,6,Cercanía,No,No
Masculino,21,Rural,Publica,16,Humanidades,82,82,70,13,No,<5k,No,Beca,Local,Solo,Soltero,Visual,Si,7,1,Si,Amigos/Familia,Si,No,5,Deportes,6,Vocación,No,No
Masculino,21,Urbana,Publica,19,Arte,71,68,58,15,No,5k-10k,No,Otro,Local,Familia,Soltero,Ninguna,Si,5,2,No,Demanda Laboral,No,No,3,Deportes,4,Influencia Familiar,Si,No
Masculino,23,Rural,Privada,34,Humanidades,78,77,78,12,Si,>20k,Si,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,5,2,No,Sueldo,No,Si,3,Deportes,4,Vocación,No,No
Femenino,18,Urbana,Publica,41,Ingenieria,85,75,79,21,Si,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,Si,6,3,Si,Gusto Personal,No,No,5,Tecnología,5,Vocación,Si,No
Masculino,21,Rural,Privada,31,Ingenieria,82,64,79,8,No,<5k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,6,4,Si,Prestigio,No,Si,4,Lectura,2,Vocación,Si,No
Femenino,20,Urbana,Publica,26,Ciencias Naturales,88,72,67,14,No,10k-20k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,5,2,No,Demanda Laboral,Si,No,3,Lectura,8,Cercanía,Si,No
Masculino,18,Rural,Publica,39,Humanidades,91,61,67,19,No,<5k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,4,3,Si,Demanda Laboral,No,No,4,Arte,6,Renta Económica,Si,No
Masculino,21,Rural,Publica,34,Humanidades,89,75,63,15,No,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,7,3,No,Prestigio,No,Si,3,Tecnología,4,Renta Económica,No,No
Femenino,18,Urbana,Privada,36,Arte,98,55,69,11,No,<5k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,7,4,No,Sueldo,Si,Si,4,Tecnología,5,Vocación,No,Si
Masculino,21,Rural,Publica,24,Ciencias Naturales,81,81,63,5,Si,>20k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,7,2,Si,Sueldo,Si,No,5,Viajar,5,Cercanía,No,No
Masculino,21,Urbana,Privada,33,Humanidades,77,89,70,17,Si,<5k,Si,Padres,Local,Solo,Soltero,Motriz,Si,3,1,Si,Amigos/Familia,No,No,3,Deportes,4,Prestigio,No,No
Masculino,21,Urbana,Publica,31,Ingenieria,62,79,61,17,Si,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Visual,Si,4,1,No,Amigos/Familia,No,No,2,Lectura,8,Cercanía,No,No
Masculino,22,Urbana,Publica,30,Ciencias Naturales,81,66,98,10,Si,<5k,No,Beca,Local,Solo,Soltero,Ninguna,No,4,3,No,Sueldo,Si,Si,5,Lectura,7,Cercanía,No,Si
